"tempo_s","deformacao","forca_N"
434.6,2.6474,86926
435.1,2.6514,86936
435.6,2.6554,86947
436.1,2.6586,86957
436.6,2.6626,86967
437.1,2.6658,86978
437.6,2.6698,86988
438.1,2.673,86999
438.6,2.677,87009
439.1,2.6802,87030
439.6,2.6834,87030
440.1,2.6866,87040
440.6,2.6898,87061
441.1,2.6938,87071
441.6,2.6978,87092
442.1,2.701,87092
442.6,2.7042,87102
443.1,2.7082,87112
443.6,2.7114,87123
444.1,2.7154,87133
444.6,2.7185,87143
445.1,2.7225,87154
445.6,2.7265,87164
446.1,2.7289,87174
446.6,2.7329,87195
447.1,2.7361,87205
447.6,2.7393,87226
448.1,2.7433,87226
448.6,2.7473,87237
449.1,2.7505,87247
449.6,2.7537,87257
450.1,2.7577,87268
450.6,2.7609,87278
451.1,2.7649,87278
451.6,2.7689,87299
452.1,2.7713,87309
452.6,2.7753,87319
453.1,2.7785,87330
453.6,2.7825,87340
454.1,2.7857,87350
454.6,2.7888,87361
455.1,2.7928,87371
455.6,2.7952,87381
456.1,2.8,87392
456.6,2.8032,87402
457.1,2.8064,87412
457.6,2.8104,87423
458.1,2.8136,87433
458.6,2.8168,87443
459.1,2.8208,87454
459.6,2.8248,87464
460.1,2.8272,87475
460.6,2.8312,87475
461.1,2.8344,87485
461.6,2.8384,87495
462.1,2.8416,87506
462.6,2.8448,87516
463.1,2.848,87526
463.6,2.852,87537
464.1,2.8552,87547
464.6,2.8583,87557
465.1,2.8623,87568
465.6,2.8655,87578
466.1,2.8695,87588
466.6,2.8727,87599
467.1,2.8767,87599
467.6,2.8799,87609
468.1,2.8831,87609
468.6,2.8871,87619
469.1,2.8895,87640
469.6,2.8935,87640
470.1,2.8967,87661
470.6,2.8999,87661
471.1,2.9039,87671
471.6,2.9071,87692
472.1,2.9111,87692
472.6,2.9143,87692
473.1,2.9175,87702
473.6,2.9215,87713
474.1,2.9247,87733
474.6,2.9286,87723
475.1,2.9318,87733
475.6,2.935,87754
476.1,2.9382,87764
476.6,2.9422,87775
477.1,2.9454,87785
477.6,2.9486,87785
478.1,2.9526,87795
478.6,2.9558,87806
479.1,2.959,87806
479.6,2.963,87816
480.1,2.9662,87826
480.6,2.9694,87837
481.1,2.9726,87847
481.6,2.9766,87847
482.1,2.9798,87857
482.6,2.9838,87868
483.1,2.987,87878
483.6,2.9894,87888
484.1,2.9934,87888
484.6,2.9974,87899
485.1,3.0005,87899
485.6,3.0005,87340
486.1,3.0005,86957
486.6,3.0005,86709
487.1,3.0005,86522
487.6,3.0005,86367
488.1,3.0005,86243
488.6,3.0005,86140
489.1,3.0005,86036
489.6,3.0005,85953
490.1,3.0005,85881
490.6,3.0005,85808
491.1,3.0005,85746
491.6,3.0005,85695
492.1,3.0005,85633
492.6,3.0005,85591
493.1,3.0005,85539
493.6,3.0005,85488
494.1,3.0005,85457
494.6,3.0005,85415
495.1,3.0005,85374
495.6,3.0005,85343
496.1,3.0005,85312
496.6,3.0005,85270
497.1,3.0005,85239
497.6,3.0005,85208
498.1,3.0005,85188
498.6,3.0005,85157
499.1,3.0005,85136
499.6,3.0005,85105
500.1,3.0005,85084
500.6,3.0005,85063
501.1,3.0005,85032
501.6,3.0005,85012
502.1,3.0005,84991
502.6,3.0005,84970
503.1,3.0005,84950
503.6,3.0005,84929
504.1,3.0005,84918
504.6,3.0005,84898
505.1,3.0005,84877
505.6,3.0005,84867
506.1,3.0005,84846
506.6,3.0005,84836
507.1,3.0005,84805
507.6,3.0005,84805
508.1,3.0005,84784
508.6,3.0005,84774
509.1,3.0005,84753
509.6,3.0005,84743
510.1,3.0005,84722
510.6,3.0005,84712
511.1,3.0005,84701
511.53,3.0005,85405
511.68,3.0005,86119
511.87,3.0005,86854
512.12,3.0005,87557
512.62,3.0005,88209
513.12,3.0005,88416
513.62,3.0005,88489
514.12,3.0005,88509
514.62,3.0005,88509
515.12,3.0005,88509
515.62,3.0005,88509
516.12,3.0005,88520
516.62,3.0005,88509
517.12,3.0005,88509
517.62,3.0005,88499
518.12,3.0005,88509
518.62,3.0005,88499
519.12,3.0005,88509
519.62,3.0005,88509
520.12,3.0005,88520
520.62,3.0005,88520
521.12,3.0005,88530
521.62,3.0005,88530
522.12,3.0005,88540
522.62,3.0005,88551
523.12,3.0005,88540
523.62,3.0005,88561
524.12,3.0005,88561
524.62,3.0005,88571
525.12,3.0005,88582
525.62,3.0005,88592
526.12,3.0005,88592
526.62,3.0005,88603
527.12,3.0005,88603
527.62,3.0005,88623
528.12,3.0005,88634
528.62,3.0005,88644
529.12,3.0005,88644
529.62,3.0005,88654
530.12,3.0005,88665
530.62,3.0005,88675
531.12,3.0005,88685
531.62,3.0005,88685
532.12,3.0005,88685
532.62,3.0005,88706
533.12,3.0005,88716
533.62,3.0005,88727
534.12,3.0005,88737
534.62,3.0005,88747
535.12,3.0005,88758
535.62,3.0005,88768
536.12,3.0005,88768
536.62,3.0005,88778
537.12,3.0005,88789
537.62,3.0005,88799
538.12,3.0005,88799
538.62,3.0005,88809
539.12,3.0005,88820
539.62,3.0005,88830
540.12,3.0005,88841
540.62,3.0005,88851
541.12,3.0005,88851
541.62,3.0005,88861
542.12,3.0005,88872
542.62,3.0005,88872
543.12,3.0005,88882
543.62,3.0005,88892
544.12,3.0005,88903
544.62,3.0005,88913
545.12,3.0005,88913
545.62,3.0005,88923
546.12,3.0005,88934
546.62,3.0005,88944
547.12,3.0005,88944
547.62,3.0005,88954
548.12,3.0005,88954
548.62,3.0005,88965
549.12,3.0005,88975
549.62,3.0005,88985
550.12,3.0005,88985
550.62,3.0005,88996
551.12,3.0005,88996
551.62,3.0005,89006
552.12,3.0005,89016
552.62,3.0005,89027
553.12,3.0005,89027
553.62,3.0005,89037
554.12,3.0005,89037
554.62,3.0005,89047
555.12,3.0005,89058
555.62,3.0005,89058
556.12,3.0005,89058
556.62,3.0005,89068
557.12,3.0005,89079
557.62,3.0005,89089
558.12,3.0005,89089
558.62,3.0005,89089
559.12,3.0005,89099
559.62,3.0005,89099
560.12,3.0005,89110
560.62,3.0005,89110
561.12,3.0005,89120
561.62,3.0005,89130
562.12,3.0005,89130
562.62,3.0005,89130
563.12,3.0005,89130
563.62,3.0005,89141
564.12,3.0005,89151
564.62,3.0005,89151
565.12,3.0005,89151
565.62,3.0005,89151
566.12,3.0005,89161
566.62,3.0005,89161
567.12,3.0005,89172
567.62,3.0005,89172
568.12,3.0005,89172
568.62,3.0005,89182
569.12,3.0005,89182
569.62,3.0005,89182
570.12,3.0005,89192
570.62,3.0005,89192
571.12,3.0005,89192
571.62,3.0005,89203
572.12,3.0005,89192
572.62,3.0005,89192
573.12,3.0005,89203
573.62,3.0005,89213
574.12,3.0005,89213
574.62,3.0005,89213
575.12,3.0005,89213
575.62,3.0005,89223
576.12,3.0005,89223
576.62,3.0005,89223
577.12,3.0005,89223
577.62,3.0005,89223
578.12,3.0005,89223
578.62,3.0005,89234
579.12,3.0005,89234
579.62,3.0005,89234
580.12,3.0005,89234
580.62,3.0005,89234
581.12,3.0005,89244
581.62,3.0005,89234
582.12,3.0005,89234
582.62,3.0005,89244
583.12,3.0005,89244
583.62,3.0005,89234
584.12,3.0005,89234
584.62,3.0005,89234
585.12,3.0005,89244
585.62,3.0005,89244
586.12,3.0005,89234
586.62,3.0005,89234
587.12,3.0005,89234
587.62,3.0005,89234
588.12,3.0005,89244
588.62,3.0005,89244
589.12,3.0005,89234
589.62,3.0005,89223
590.12,3.0005,89223
590.62,3.0005,89213
591.12,3.0005,89223
591.62,3.0005,89223
592.12,3.0005,89213
592.62,3.0005,89213
593.12,3.0005,89203
593.62,3.0005,89203
594.12,3.0005,89203
594.62,3.0005,89203
595.12,3.0005,89192
595.62,3.0005,89182
596.12,3.0005,89182
596.62,3.0005,89172
597.12,3.0005,89172
597.62,3.0005,89172
598.12,3.0005,89151
598.62,3.0005,89141
599.12,3.0005,89120
599.62,3.0005,89120
600.12,3.0005,89110
600.62,3.0005,89089
601.12,3.0005,89068
601.62,3.0005,89058
602.12,3.0005,89037
602.62,3.0005,89016
603.12,3.0005,88996
603.62,3.0005,88965
604.12,3.0005,88934
604.62,3.0005,88892
605.12,3.0005,88841
605.62,3.0005,88789
606.12,3.0005,88727
606.62,3.0005,88665
607.12,3.0005,88571
607.62,3.0005,88468
608.12,3.0005,88364
608.62,3.0005,88220
609.12,3.0005,88075
609.62,3.0005,87909
610.12,3.0005,87713
610.62,3.0005,87495
611.12,3.0005,87278
611.62,3.0005,87040
612.12,3.0005,86792
612.62,3.0005,86512
613.12,3.0005,86222
613.62,3.0005,85933
614.12,3.0005,85633
614.62,3.0005,85312
615.12,3.0005,84981
615.62,3.0005,84639
616.12,3.0005,84277
616.62,3.0005,83925
617.12,3.0005,83553
617.62,3.0005,83170
618.12,3.0005,82776
618.62,3.0005,82362
619.12,3.0005,81938
619.62,3.0005,81504
620.12,3.0005,81048
620.62,3.0005,80603
621.12,3.0005,80138
621.62,3.0005,79641
622.12,3.0005,79134
622.62,3.0005,78616
623.12,3.0005,78089
623.62,3.0005,77540
624.12,3.0005,76950
624.62,3.0005,76329
625.12,3.0005,75646
625.57,3.0005,74953
625.97,3.0005,74260
626.33,3.0005,73577
626.65,3.0005,72863
626.9,3.0005,72169
627.12,3.0005,71476
627.32,3.0005,70752
627.48,3.0005,70058
627.62,3.0005,69355
627.73,3.0005,68578
627.82,3.0005,67875
627.88,3.0005,67192
627.95,3.0005,66291
628,3.0005,65443
628.03,3.0005,64698
628.07,3.0005,63570
628.08,3.0005,46133
